company_Id|product|product_price|company_state
b7f1f29db7c23648|water|48.81865|SC
b1300291698eaded|water|96.33755|BA, PA
bf2fb7d1825a1df3|water|97.64681|RJ
53a1320cb5d2f561|water|61.91099|PR
0ebf197205c00fc6|water|100.92527|RJ, SP
7c78335a8924215e|water|58.705833|SP
e8bf0f27d70d480d|water|12.5251465|SP, MG
544a4f59f6915741|water|61.050266|SC, MG
0b6ace9e8971cf36|water|41.978302|SC, PR
818de4d2ec21cfcb|water|46.947823|SP, BA
d594b1a945b5d645|water|90.9343|SP
09ba3f0df1447f40|water|25.964188|TO
9edda0fd4d983bf9|water|38.83921|SP
9a85c12a21b76392|water|1.8296113|RS, BA
dce8af15f064d1ac|water|83.50047|RJ
c0e8517b1fe0b527|water|90.6068|SC
b89c30965ebc7491|water|51.950256|PR
820e694038fadbf9|water|63.664707|SC
14678db82874f145|water|82.20371|TO
95c9d994f8d75d4d|water|38.209995|BA, BA
95c9d994f8d75d4d|water|86.13961|BA, BA
d2d2c6e2445eef2b|water|28.325865|PR, RS
9d752cb08ef466fc|water|17.360312|SP, PA
16738419b15b05e7|water|67.08556|TO
6d3a2d24eb109ddd|water|53.625523|RS, PR
79cae1be0fbae74d|water|81.026764|SP
28d437661d952917|water|93.54767|PA
63154d5661f774fb|water|70.40099|SC
27b587bbe83aecf9|water|42.708855|PR
1340ccf24722f02b|water|98.81429|MG, SP
af8d9c4e238c63fb|water|94.731026|MG
587524833eaf98eb|water|7.565118|TO
bd22c2ef9e6f0fa9|water|50.993153|SC, RJ
b837305e43f7e535|water|42.543392|RS, PR
d4b40e6113d62683|water|15.865636|BA
0e139b17a92b2df7|water|70.90819|RS, PA
ddf88ea64eaed0f3|water|41.868973|SC, MG
acf666483bc8723f|water|44.902687|RJ, BA
b035d6563a2adac9|water|30.773966|MG
c0a62e133894cdce|water|60.801476|SC
6f3a770e5af1fd4c|water|45.493538|SP
56a8da1d3bcb2e9b|water|21.65611|TO
78f1893678afbeaa|water|10.481072|SP
28659414dab9eca0|water|21.5459|PR, SP
f2708856060b3b50|water|47.655956|PR, SC
83eaa6722798a773|water|80.70426|BA, BA
c4414e538a5475ec|water|94.45326|TO, PR
f9ff6540c092abd6|water|93.95385|BA, MG
1cc8a8ea51cd0add|water|16.414038|MG
022400dffec5b447|water|22.195229|RJ, PR
ec1f764517b7ffb5|water|70.77953|RS, SC
9ac5a6d86e892418|water|59.96518|PR
cf040fc710603679|water|97.94342|MG
f6a4f71e72dfe084|water|73.40578|SP, RJ
09a8a8976abcdfde|water|93.41136|SP, BA
04992c5115a2c2fe|water|68.90965|PA
